MovieID,Title,avg_rating,num_ratings
56,Kids of the Round Table (1995),2.2,5
57,Home for the Holidays (1995),3.3666666666666667,60
58,"Postino, Il (The Postman) (1994)",4.1020408163265305,294
59,"Confessional, The (Le Confessionnal) (1995)",3.0,6
60,"Indian in the Cupboard, The (1995)",3.1906976744186046,215
61,Eye for an Eye (1996),2.933333333333333,45
62,Mr. Holland's Opus (1995),3.670846394984326,319
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),2.9285714285714284,70
64,Two if by Sea (1996),2.4130434782608696,46
65,Bio-Dome (1996),2.077777777777778,90
66,Lawnmower Man 2: Beyond Cyberspace (1996),1.5666666666666667,60
67,Two Bits (1995),3.5,2
68,French Twist (Gazon maudit) (1995),3.375,40
69,Friday (1995),3.6649214659685865,191
70,From Dusk Till Dawn (1996),3.1506410256410255,624
71,Fair Game (1995),2.0,64
72,Kicking and Screaming (1995),3.508771929824561,57
73,"Misï¿½rables, Les (1995)",3.8776978417266186,139
74,Bed of Roses (1996),2.96,75
75,Big Bully (1996),1.6666666666666667,9
76,Screamers (1995),2.7837837837837838,111
77,Nico Icon (1995),3.6818181818181817,22
78,"Crossing Guard, The (1995)",3.185185185185185,27
79,"Juror, The (1996)",2.514705882352941,68
80,"White Balloon, The (Badkonake Sefid ) (1995)",3.857142857142857,28
81,Things to Do in Denver when You're Dead (1995),3.18,100
82,Antonia's Line (Antonia) (1995),3.92,50
83,Once Upon a Time... When We Were Colored (1995),3.6666666666666665,18
84,Last Summer in the Hamptons (1995),3.272727272727273,11
85,Angels and Insects (1995),3.439655172413793,116
86,White Squall (1996),3.385135135135135,148
87,Dunston Checks In (1996),2.1956521739130435,46
88,Black Sheep (1996),3.007936507936508,126
89,Nick of Time (1995),3.053691275167785,149
90,"Journey of August King, The (1995)",3.25,4
92,Mary Reilly (1996),2.4893617021276597,47
93,Vampire in Brooklyn (1995),2.25,60
94,Beautiful Girls (1996),3.7563025210084033,119
95,Broken Arrow (1996),2.837378640776699,412
96,In the Bleak Midwinter (1995),4.0,4
97,"Hate (Haine, La) (1995)",3.4347826086956523,23
98,Shopping (1994),1.75,4
99,Heidi Fleiss: Hollywood Madam (1995),3.5294117647058822,34
100,City Hall (1996),3.0,73
101,Bottle Rocket (1996),3.838709677419355,155
102,Mr. Wrong (1996),1.8863636363636365,44
103,Unforgettable (1996),3.4347826086956523,23
104,Happy Gilmore (1996),3.5110619469026547,452
105,"Bridges of Madison County, The (1995)",3.239130434782609,230
106,Nobody Loves Me (Keiner liebt mich) (1994),4.4,5
107,Muppet Treasure Island (1996),3.1156462585034013,147
108,Catwalk (1995),3.4,5
110,Braveheart (1995),4.229963008631319,1622
111,Taxi Driver (1976),4.162125340599455,734
112,Rumble in the Bronx (1995),3.420485175202156,371
113,Before and After (1996),3.0285714285714285,35
114,Margaret's Museum (1995),3.1666666666666665,6
116,Anne Frank Remembered (1995),4.043478260869565,23
117,"Young Poisoner's Handbook, The (1995)",3.8,50
118,If Lucy Fell (1996),3.227272727272727,44
119,"Steal Big, Steal Little (1995)",2.5714285714285716,7
120,Race the Sun (1996),2.6666666666666665,3
121,"Boys of St. Vincent, The (1993)",4.0,21
122,Boomerang (1992),2.6153846153846154,117
123,Chungking Express (1994),3.9166666666666665,60
124,"Star Maker, The (Uomo delle stelle, L') (1995)",3.5,6
125,Flirting With Disaster (1996),3.9193548387096775,186
126,"NeverEnding Story III, The (1994)",1.8461538461538463,65
128,Jupiter's Wife (1994),4.375,8
129,Pie in the Sky (1995),3.3333333333333335,12
130,Angela (1995),4.0,2
131,Frankie Starlight (1995),2.625,8
132,Jade (1995),2.36,50
135,Down Periscope (1996),2.888888888888889,90
136,From the Journals of Jean Seberg (1995),4.0,6
137,Man of the Year (1995),3.0,8
139,Target (1995),4.0,1
140,Up Close and Personal (1996),3.2,85
141,"Birdcage, The (1996)",3.5538847117794488,399
142,Shadows (Cienie) (1988),1.0,1
144,"Brothers McMullen, The (1995)",3.3722397476340693,317
145,Bad Boys (1995),3.265486725663717,226
146,"Amazing Panda Adventure, The (1995)",2.9,10
147,"Basketball Diaries, The (1995)",3.509259259259259,108
148,"Awfully Big Adventure, An (1995)",2.9411764705882355,17
149,Amateur (1994),3.9655172413793105,29
150,Apollo 13 (1995),4.080665813060179,781
151,Rob Roy (1995),3.5672514619883042,342
152,"Addiction, The (1995)",2.973684210526316,38
153,Batman Forever (1995),2.6604938271604937,486
154,Belle de jour (1967),3.8073394495412844,109
155,Beyond Rangoon (1995),3.32,50
156,Blue in the Face (1995),3.511627906976744,43
157,Canadian Bacon (1994),2.7384615384615385,130
158,Casper (1995),2.9691358024691357,162
159,Clockers (1995),3.3055555555555554,72
160,Congo (1995),2.1643059490084986,353
161,Crimson Tide (1995),3.748987854251012,494
162,Crumb (1994),4.125806451612903,310
163,Desperado (1995),3.4752186588921283,343
164,Devil in a Blue Dress (1995),3.5655737704918034,244
165,Die Hard: With a Vengeance (1995),3.539961013645224,513
166,"Doom Generation, The (1995)",2.6923076923076925,39
167,Feast of July (1995),3.5,4
168,First Knight (1995),2.9478260869565216,230
169,Free Willy 2: The Adventure Home (1995),2.029850746268657,67
170,Hackers (1995),3.141509433962264,212
171,Jeffrey (1995),3.547169811320755,53
172,Johnny Mnemonic (1995),2.5774647887323945,284
173,Judge Dredd (1995),2.2717086834733893,357
174,Jury Duty (1995),2.305084745762712,59
175,Kids (1995),3.4172185430463577,151
176,Living in Oblivion (1995),3.911111111111111,135
177,Lord of Illusions (1995),2.731707317073171,82
178,Love & Human Remains (1993),3.3076923076923075,13
179,Mad Love (1995),2.0588235294117645,34
180,Mallrats (1995),3.549019607843137,306
181,Mighty Morphin Power Rangers: The Movie (1995),1.6724137931034482,58
182,Moonlight and Valentino (1995),3.2758620689655173,29
183,Mute Witness (1994),3.3076923076923075,13
184,Nadja (1994),3.8125,16
185,"Net, The (1995)",2.773913043478261,345
186,Nine Months (1995),2.8582089552238807,134
187,Party Girl (1995),3.1587301587301586,63
188,"Prophecy, The (1995)",3.2884615384615383,104
189,Reckless (1995),3.7777777777777777,9
190,Safe (1995),3.765625,64
191,"Scarlet Letter, The (1995)",2.4523809523809526,42
192,"Show, The (1995)",3.0,2
193,Showgirls (1995),2.045801526717557,131
194,Smoke (1995),3.764705882352941,119
195,Something to Talk About (1995),2.88,100
196,Species (1995),2.823170731707317,328
197,"Stars Fell on Henrietta, The (1995)",2.6666666666666665,9
198,Strange Days (1995),3.2833787465940056,367
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",3.835616438356164,73
200,"Tie That Binds, The (1995)",2.125,8
201,Three Wishes (1995),2.4814814814814814,27
202,Total Eclipse (1995),2.4210526315789473,19
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",3.0083333333333333,120
204,Under Siege 2: Dark Territory (1995),2.786259541984733,131
205,Unstrung Heroes (1995),3.5714285714285716,49
206,Unzipped (1995),3.5660377358490565,53
207,"Walk in the Clouds, A (1995)",3.1379310344827585,145
208,Waterworld (1995),2.6564885496183206,393
209,White Man's Burden (1995),2.5,30
210,Wild Bill (1995),3.0,23
211,"Browning Version, The (1994)",3.590909090909091,22
212,Bushwhacked (1995),1.9230769230769231,13
213,Burnt By the Sun (Utomlyonnye solntsem) (1994),3.973684210526316,76
214,Before the Rain (Pred dozhdot) (1994),4.2,20
215,Before Sunrise (1995),3.732142857142857,112
216,Billy Madison (1995),3.189873417721519,237
217,"Babysitter, The (1995)",2.3666666666666667,30
218,Boys on the Side (1995),3.238532110091743,109
219,"Cure, The (1995)",3.5,8
220,Castle Freak (1995),1.7333333333333334,15
222,Circle of Friends (1995),3.5223880597014925,201
223,Clerks (1994),3.9651416122004357,918
224,Don Juan DeMarco (1995),3.4210526315789473,228
225,Disclosure (1994),3.0657894736842106,152
227,Drop Zone (1994),2.611764705882353,85
228,Destiny Turns on the Radio (1995),2.625,8
229,Death and the Maiden (1994),3.5,62
230,Dolores Claiborne (1994),3.449074074074074,216
231,Dumb & Dumber (1994),3.2403846153846154,416
232,Eat Drink Man Woman (1994),4.087962962962963,216
233,Exotica (1994),3.6808510638297873,141
234,Exit to Eden (1994),2.2795698924731185,93
235,Ed Wood (1994),3.7311072056239016,569
236,French Kiss (1995),3.322751322751323,189
237,Forget Paris (1995),3.013157894736842,152
238,Far From Home: The Adventures of Yellow Dog (1995),2.4444444444444446,18
239,"Goofy Movie, A (1995)",2.909090909090909,110
240,Hideaway (1995),2.8,35
241,Fluke (1995),3.1176470588235294,17
242,Farinelli: il castrato (1994),3.56140350877193,57
243,Gordy (1995),2.3333333333333335,6
244,Gumby: The Movie (1995),1.875,8
245,"Glass Shield, The (1994)",3.1,10
246,Hoop Dreams (1994),4.185344827586207,464
247,Heavenly Creatures (1994),3.852090032154341,311
248,Houseguest (1994),2.9896907216494846,97
249,Immortal Beloved (1994),3.820359281437126,167
250,Heavyweights (1994),2.65,20
251,"Hunted, The (1995)",3.4615384615384617,13
252,I.Q. (1994),3.2589285714285716,224
253,Interview with the Vampire (1994),3.592233009708738,412
254,Jefferson in Paris (1995),3.0833333333333335,24
255,"Jerky Boys, The (1994)",2.1346153846153846,52
256,Junior (1994),2.5869565217391304,138
257,Just Cause (1995),3.1315789473684212,76
258,"Kid in King Arthur's Court, A (1995)",2.2906976744186047,86
259,Kiss of Death (1995),2.830769230769231,65
260,Star Wars: Episode IV - A New Hope (1977),4.4587852494577005,1844
261,Little Women (1994),3.687074829931973,147
262,"Little Princess, A (1995)",3.946236559139785,93
263,Ladybird Ladybird (1994),4.0588235294117645,17
264,"Enfer, L' (1994)",3.5,2
265,Like Water for Chocolate (Como agua para chocolate) (1992),3.9411764705882355,442
266,Legends of the Fall (1994),3.4173387096774195,496
267,Major Payne (1994),2.710526315789474,76
268,Little Odessa (1994),3.358974358974359,39
269,My Crazy Life (Mi vida loca) (1993),3.7333333333333334,30
270,Love Affair (1994),3.150943396226415,53
271,Losing Isaiah (1995),3.302325581395349,43
272,"Madness of King George, The (1994)",3.7012987012987013,231
273,Mary Shelley's Frankenstein (1994),2.856164383561644,146
274,Man of the House (1995),2.3333333333333335,18
275,Mixed Nuts (1994),2.55,60
276,Milk Money (1994),2.6319444444444446,144
277,Miracle on 34th Street (1994),3.256,125
278,Miami Rhapsody (1995),2.8947368421052633,19
279,My Family (1995),3.696969696969697,33
280,Murder in the First (1995),3.5491803278688523,122
281,Nobody's Fool (1994),3.6013071895424837,153
282,Nell (1994),3.236842105263158,114
283,New Jersey Drive (1995),2.8333333333333335,12
287,Nina Takes a Lover (1994),2.7142857142857144,14
288,Natural Born Killers (1994),3.1145374449339207,454
289,Only You (1994),3.4545454545454546,99
290,Once Were Warriors (1994),3.9285714285714284,98
291,Poison Ivy II (1995),2.4615384615384617,26
292,Outbreak (1995),3.2511415525114153,438
293,"Professional, The (a.k.a. Leon: The Professional) (1994)",4.1705150976909415,563
294,"Perez Family, The (1995)",2.9655172413793105,29
295,"Pyromaniac's Love Story, A (1995)",2.7142857142857144,21
296,Pulp Fiction (1994),4.312688821752266,1324
297,Panther (1995),2.9375,16
298,Pushing Hands (1992),4.066666666666666,15
299,Priest (1994),3.711340206185567,97
300,Quiz Show (1994),3.75,460
301,Picture Bride (1995),3.2413793103448274,29
302,Queen Margot (La Reine Margot) (1994),4.043478260869565,46
303,"Quick and the Dead, The (1995)",3.007936507936508,252
304,Roommates (1995),3.05,20
305,Ready to Wear (Pret-A-Porter) (1994),2.5555555555555554,63
306,Three Colors: Red (1994),4.256281407035176,199
307,Three Colors: Blue (1993),4.084967320261438,153
308,Three Colors: White (1994),4.007575757575758,132
309,"Red Firecracker, Green Firecracker (1994)",3.6666666666666665,21
310,Rent-a-Kid (1995),2.75,4
311,Relative Fear (1994),3.0,1
312,Stuart Saves His Family (1995),2.4936708860759493,79
313,"Swan Princess, The (1994)",2.870967741935484,31
314,"Secret of Roan Inish, The (1994)",3.8702702702702703,185
315,"Specialist, The (1994)",2.488095238095238,84
316,Stargate (1994),3.4633781763826605,669
317,"Santa Clause, The (1994)",3.197007481296758,401
318,"Shawshank Redemption, The (1994)",4.549530007230658,1383
319,Shallow Grave (1994),3.8776978417266186,139
320,Suture (1993),3.4166666666666665,12
321,Strawberry and Chocolate (Fresa y chocolate) (1993),3.75,44
322,Swimming with Sharks (1995),3.7333333333333334,135
324,"Sum of Us, The (1994)",3.823529411764706,17
325,National Lampoon's Senior Trip (1995),2.5588235294117645,34
326,To Live (Huozhe) (1994),4.388888888888889,36
327,Tank Girl (1995),2.598173515981735,219
328,Tales From the Crypt Presents: Demon Knight (1995),3.064516129032258,93
329,Star Trek: Generations (1994),3.3825944170771756,609
330,Tales from the Hood (1995),2.7204301075268815,93
331,Tom & Viv (1994),3.090909090909091,11
332,Village of the Damned (1995),2.4270833333333335,96
333,Tommy Boy (1995),3.556390977443609,266
334,Vanya on 42nd Street (1994),3.8333333333333335,66
335,"Underneath, The (1995)",3.5416666666666665,24
336,"Walking Dead, The (1995)",2.6153846153846154,13
337,What's Eating Gilbert Grape (1993),3.9047619047619047,420
338,Virtuosity (1995),2.875912408759124,137
339,While You Were Sleeping (1995),3.4913151364764268,403
340,"War, The (1994)",3.2549019607843137,51
341,Double Happiness (1994),3.95,20
342,Muriel's Wedding (1994),3.619496855345912,318
343,"Baby-Sitters Club, The (1995)",2.72,25
344,Ace Ventura: Pet Detective (1994),3.2483660130718954,459
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",3.715355805243446,267
346,Backbeat (1993),3.5526315789473686,76
347,Bitter Moon (1992),3.3548387096774195,31
348,Bullets Over Broadway (1994),3.700374531835206,267
349,Clear and Present Danger (1994),3.715873015873016,630
350,"Client, The (1994)",3.3293051359516617,331
351,"Corrina, Corrina (1994)",3.2260273972602738,146
352,Crooklyn (1994),3.0588235294117645,68
353,"Crow, The (1994)",3.4759725400457664,437
354,Cobb (1994),3.2439024390243905,41
355,"Flintstones, The (1994)",2.4177215189873418,158
356,Forrest Gump (1994),4.126323751891074,1322
357,Four Weddings and a Funeral (1994),3.7237715803452853,753
358,Higher Learning (1995),3.081081081081081,74
359,I Like It Like That (1994),3.4166666666666665,12
360,I Love Trouble (1994),2.4942528735632186,87
361,It Could Happen to You (1994),3.457627118644068,177
362,"Jungle Book, The (1994)",3.381679389312977,131
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",4.235294117647059,34
364,"Lion King, The (1994)",3.8804034582132565,694
365,Little Buddha (1993),3.260869565217391,46
366,Wes Craven's New Nightmare (1994),2.803370786516854,178
367,"Mask, The (1994)",3.2663877266387726,717
368,Maverick (1994),3.539525691699605,506
369,Mrs. Parker and the Vicious Circle (1994),3.4,35
370,Naked Gun 33 1/3: The Final Insult (1994),2.8507462686567164,268
371,"Paper, The (1994)",3.177570093457944,107
372,Reality Bites (1994),3.1576923076923076,260
373,Red Rock West (1992),3.803921568627451,153
374,Richie Rich (1994),2.176470588235294,119
375,Safe Passage (1994),3.4615384615384617,13
376,"River Wild, The (1994)",3.2211981566820276,217
377,Speed (1994),3.5683168316831684,1010
378,Speechless (1994),2.891566265060241,83
379,Timecop (1994),2.8254545454545457,275
380,True Lies (1994),3.6142365097588978,871
381,When a Man Loves a Woman (1994),3.2777777777777777,126
382,Wolf (1994),2.9935897435897436,156
383,Wyatt Earp (1994),3.1910828025477707,157
384,Bad Company (1995),2.9642857142857144,28
385,"Man of No Importance, A (1994)",3.6666666666666665,6
386,S.F.W. (1994),2.5294117647058822,17
387,"Low Down Dirty Shame, A (1994)",2.611940298507463,67
388,Boys Life (1995),3.661290322580645,62
389,"Colonel Chabert, Le (1994)",3.75,8
390,Faster Pussycat! Kill! Kill! (1965),3.6153846153846154,39
391,Jason's Lyric (1994),3.1578947368421053,19
392,"Secret Adventures of Tom Thumb, The (1993)",3.0588235294117645,17
393,Street Fighter (1994),1.7763157894736843,76
394,Coldblooded (1995),3.5454545454545454,11
397,"Fear, The (1995)",2.2,10
398,Frank and Ollie (1995),4.0,1
401,Mirage (1995),3.0,2
402,Open Season (1996),3.0,1
405,Highlander III: The Sorcerer (1994),2.1159420289855073,138
406,Federal Hill (1994),3.857142857142857,7
407,In the Mouth of Madness (1995),2.890909090909091,110
408,8 Seconds (1994),3.32,50
409,Above the Rim (1994),3.0,33
410,Addams Family Values (1993),2.890845070422535,284
411,You So Crazy (1994),2.8,10
412,"Age of Innocence, The (1993)",3.5649717514124295,177
413,Airheads (1994),2.5569620253164556,158
414,"Air Up There, The (1994)",2.6451612903225805,62
415,Another Stakeout (1993),2.417391304347826,115
416,Bad Girls (1994),2.4583333333333335,48
417,Barcelona (1994),3.4545454545454546,121
418,Being Human (1993),2.6153846153846154,13
419,"Beverly Hillbillies, The (1993)",2.1923076923076925,104
420,Beverly Hills Cop III (1994),2.4891774891774894,231
421,Black Beauty (1994),3.2244897959183674,49
422,Blink (1994),3.09375,32
423,Blown Away (1994),3.1194029850746268,134
424,Blue Chips (1994),2.5,50
425,Blue Sky (1994),3.6323529411764706,68
426,Body Snatchers (1993),3.0,155
427,Boxing Helena (1993),2.3333333333333335,96
428,"Bronx Tale, A (1993)",3.9457831325301207,166
429,Cabin Boy (1994),2.4918032786885247,122
430,Calendar Girl (1993),2.210526315789474,19
431,Carlito's Way (1993),3.69811320754717,212
432,City Slickers II: The Legend of Curly's Gold (1994),2.546938775510204,245
433,Clean Slate (1994),2.9696969696969697,33
434,Cliffhanger (1993),3.0870588235294116,425
435,Coneheads (1993),2.573099415204678,342
436,Color of Night (1994),2.5869565217391304,92
437,Cops and Robbersons (1994),2.1818181818181817,44
438,"Cowboy Way, The (1994)",2.5510204081632653,98
440,Dave (1993),3.8322147651006713,596
441,Dazed and Confused (1993),3.7017994858611827,389
442,Demolition Man (1993),3.0638297872340425,423
443,"Endless Summer 2, The (1994)",3.227272727272727,22
444,Even Cowgirls Get the Blues (1993),2.2941176470588234,51
445,Fatal Instinct (1993),2.6296296296296298,54
446,Farewell My Concubine (1993),4.084415584415584,154
447,"Favor, The (1994)",2.6,20
448,Fearless (1993),3.6204379562043796,137
449,Fear of a Black Hat (1993),3.574468085106383,47
450,With Honors (1994),3.2318840579710146,138
451,Flesh and Bone (1993),3.0606060606060606,66
452,Widows' Peak (1994),3.35,20
453,For Love or Money (1993),3.054054054054054,37
454,"Firm, The (1993)",3.574235807860262,458
455,Free Willy (1993),2.612021857923497,183
456,Fresh (1994),4.0701754385964914,57
457,"Fugitive, The (1993)",4.086776859504132,1210
458,Geronimo: An American Legend (1993),3.2711864406779663,59
459,"Getaway, The (1994)",2.967391304347826,92
460,Getting Even with Dad (1994),2.257142857142857,35
461,Go Fish (1994),3.3076923076923075,52
462,"Good Man in Africa, A (1994)",2.5,14
463,Guilty as Sin (1993),2.7857142857142856,28
464,Hard Target (1993),2.741007194244604,139
465,Heaven & Earth (1993),3.303030303030303,66
466,Hot Shots! Part Deux (1993),2.7753424657534245,365
467,Live Nude Girls (1995),3.235294117647059,34
468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",3.311320754716981,212
469,"House of the Spirits, The (1993)",2.933333333333333,45
470,House Party 3 (1994),1.9,20
471,"Hudsucker Proxy, The (1994)",3.6866485013623977,367
472,I'll Do Anything (1994),2.4615384615384617,26
473,In the Army Now (1994),2.16,100
474,In the Line of Fire (1993),3.79902755267423,617
475,In the Name of the Father (1993),3.863874345549738,191
476,"Inkwell, The (1994)",2.689655172413793,29
477,What's Love Got to Do with It? (1993),3.4803149606299213,127
478,Jimmy Hollywood (1994),2.5294117647058822,17
479,Judgment Night (1993),2.844155844155844,77
480,Jurassic Park (1993),3.7787965616045844,1745
481,Kalifornia (1993),3.4479166666666665,192
482,Killing Zoe (1994),3.4710743801652892,121
483,King of the Hill (1993),3.875,48
484,Lassie (1994),2.6666666666666665,15
485,Last Action Hero (1993),2.448160535117057,299
486,Life with Mikey (1993),2.9,40
487,Lightning Jack (1994),2.5454545454545454,44
488,M. Butterfly (1993),3.380952380952381,21
489,Made in America (1993),2.5081967213114753,61
490,Malice (1993),3.2857142857142856,126
491,"Man Without a Face, The (1993)",3.2941176470588234,136
492,Manhattan Murder Mystery (1993),3.71356783919598,199
493,Menace II Society (1993),3.593220338983051,177
494,Executive Decision (1996),3.310756972111554,251
495,In the Realm of the Senses (Ai no corrida) (1976),3.5217391304347827,23
496,What Happened Was... (1994),3.357142857142857,28
497,Much Ado About Nothing (1993),3.989501312335958,381
498,Mr. Jones (1993),2.740740740740741,27
499,Mr. Wonderful (1993),2.896551724137931,29
500,Mrs. Doubtfire (1993),3.4206349206349205,504
501,Naked (1993),3.5081967213114753,61
502,"Next Karate Kid, The (1994)",1.99009900990099,101
503,"New Age, The (1994)",3.5,10
504,No Escape (1994),2.86,100
505,North (1994),2.5208333333333335,48
506,Orlando (1993),3.515151515151515,66
507,"Perfect World, A (1993)",3.5829145728643215,199
508,Philadelphia (1993),3.903903903903904,333
509,"Piano, The (1993)",3.650137741046832,363
510,Poetic Justice (1993),2.391304347826087,23
511,"Program, The (1993)",3.02,100
512,Robert A. Heinlein's The Puppet Masters (1994),2.81651376146789,109
513,Radioland Murders (1994),3.25,44
514,"Ref, The (1994)",3.502262443438914,221
515,"Remains of the Day, The (1993)",3.9136690647482015,278
516,Renaissance Man (1994),2.8372093023255816,172
517,Rising Sun (1993),3.1265822784810124,237
518,"Road to Wellville, The (1994)",2.4285714285714284,91
519,Robocop 3 (1993),1.9307692307692308,130
520,Robin Hood: Men in Tights (1993),3.032258064516129,248
521,Romeo Is Bleeding (1993),3.3902439024390243,82
522,Romper Stomper (1992),3.5964912280701755,57
523,Ruby in Paradise (1993),3.6533333333333333,75
524,Rudy (1993),3.6270718232044197,362
525,"Saint of Fort Washington, The (1993)",3.3333333333333335,15
526,"Savage Nights (Nuits fauves, Les) (1992)",2.25,4
527,Schindler's List (1993),4.505464480874317,1464
528,"Scout, The (1994)",2.475,40
529,Searching for Bobby Fischer (1993),4.002298850574713,435
531,"Secret Garden, The (1993)",3.858638743455497,191
532,Serial Mom (1994),3.0622406639004147,241
533,"Shadow, The (1994)",2.716535433070866,127
534,Shadowlands (1993),3.8461538461538463,156
535,Short Cuts (1993),3.8961748633879782,183
536,"Simple Twist of Fate, A (1994)",3.1315789473684212,38
537,Sirens (1994),3.186991869918699,123
538,Six Degrees of Separation (1993),3.9095744680851063,188
539,Sleepless in Seattle (1993),3.772652388797364,607
540,Sliver (1993),2.185567010309278,97
541,Blade Runner (1982),4.207149404216315,1091
542,Son in Law (1993),2.653225806451613,124
543,So I Married an Axe Murderer (1993),3.3481308411214954,428
544,Striking Distance (1993),2.6875,80
545,Harlem (1993),2.0,1
546,Super Mario Bros. (1993),1.9434782608695653,230
547,Surviving the Game (1994),2.8,75
548,Terminal Velocity (1994),2.4505494505494507,91
549,Thirty-Two Short Films About Glenn Gould (1993),3.791208791208791,91
550,Threesome (1994),3.0085470085470085,117
551,"Nightmare Before Christmas, The (1993)",3.733044733044733,693
552,"Three Musketeers, The (1993)",3.2477341389728096,331
553,Tombstone (1993),3.8878787878787877,330
554,Trial by Jury (1994),2.6,15
555,True Romance (1993),3.9334916864608074,421
556,"War Room, The (1993)",4.190476190476191,84
557,Mamma Roma (1962),5.0,1
558,"Pagemaster, The (1994)",2.647727272727273,88
559,"Paris, France (1993)",3.5,4
560,"Beans of Egypt, Maine, The (1994)",3.8,5
561,Killer (Bulletproof Heart) (1994),3.625,8
562,Welcome to the Dollhouse (1995),3.835616438356164,292
563,Germinal (1993),3.25,8
564,Chasers (1994),2.324324324324324,37
565,Cronos (1992),3.2777777777777777,36
566,Naked in New York (1994),2.5555555555555554,9
567,Kika (1993),3.25,8
568,Bhaji on the Beach (1993),3.8461538461538463,26
569,Little Big League (1994),2.8666666666666667,75
570,"Slingshot, The (Kï¿½disbellan ) (1993)",3.142857142857143,14
571,"Wedding Gift, The (1994)",3.65,20
572,Foreign Student (1994),3.0,2
573,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",3.3636363636363638,11
574,Spanking the Monkey (1994),3.588888888888889,90
575,"Little Rascals, The (1994)",2.8,70
576,Fausto (1993),3.0,1
577,Andre (1994),2.7666666666666666,30
578,"Hour of the Pig, The (1993)",5.0,1
579,"Scorta, La (1993)",2.0,1
580,Princess Caraboo (1994),3.2333333333333334,30
581,"Celluloid Closet, The (1995)",3.9878048780487805,82
582,Metisse (Cafï¿½ au Lait) (1993),3.0,1
583,Dear Diary (Caro Diario) (1994),3.4444444444444446,18
585,"Brady Bunch Movie, The (1995)",2.9429657794676807,263
586,Home Alone (1990),3.1937046004842613,413
587,Ghost (1990),3.527190332326284,662
588,Aladdin (1992),3.7867469879518074,830
589,Terminator 2: Judgment Day (1991),4.063842135809634,1723
590,Dances with Wolves (1990),3.9224629418472063,877
592,Batman (1989),3.647196261682243,856
593,"Silence of the Lambs, The (1991)",4.370068879148404,1597
594,Snow White and the Seven Dwarfs (1937),3.80293501048218,477
595,Beauty and the Beast (1991),3.900445765230312,673
596,Pinocchio (1940),3.779935275080906,309
597,Pretty Woman (1990),3.6891025641025643,624
598,Window to Paris (1994),4.166666666666667,6
